,Unnamed: 0,elo,championName,win,kills,assists,deaths,individualPosition,totalMinionsKilled,goldEarned,dragonKills,totalDamageDealtToChampions,totalDamageTaken,turretTakedowns,baronKills,damageDealtToBuildings,damageDealtToObjectives,detectorWardsPlaced,inhibitorTakedowns,neutralMinionsKilled,wardsKilled,wardsPlaced,visionScore,summoner2Id,summoner1Id
3489,1364,MASTER I,Yuumi,False,3,11,4,UTILITY,5,6440,0,11539,7668,0,0,272,1107,3,0,0,3,24,48,3,14
3490,1365,DIAMOND I,Aatrox,True,3,5,2,TOP,184,11513,0,9727,17890,5,0,5437,33678,1,0,30,1,10,18,12,4
3491,1366,MASTER I,Trundle,True,3,17,4,JUNGLE,20,10363,1,13286,29443,3,0,3610,29599,0,0,115,7,1,21,11,4
3492,1367,DIAMOND II,Vladimir,True,6,12,0,MIDDLE,198,11875,1,23263,20427,5,1,4703,13797,2,1,8,4,11,27,4,12
3493,1368,DIAMOND I,Ezreal,True,10,9,4,BOTTOM,174,12188,0,21483,17460,5,0,8617,12775,3,1,4,2,8,15,1,4
3494,1369,DIAMOND I,Sona,True,5,18,7,UTILITY,12,9327,0,8501,13646,7,0,2974,5622,2,1,0,7,22,61,14,4
3495,1370,DIAMOND II,Riven,True,14,4,3,TOP,147,12769,0,20341,25607,3,0,3941,4186,1,1,20,0,8,11,14,4
3496,1371,DIAMOND I,Belveth,True,5,9,1,JUNGLE,65,12072,2,12400,20648,5,1,4852,42317,0,2,116,3,7,17,4,11
3497,1372,MASTER I,Diana,True,7,6,2,MIDDLE,122,10248,0,16939,17207,3,0,1835,5192,4,1,3,0,10,30,14,4
3498,1373,MASTER I,Kaisa,True,10,7,4,BOTTOM,178,12914,0,17963,13108,5,0,4814,7579,1,1,10,4,7,18,4,3
3499,1374,DIAMOND I,Taric,True,3,16,1,UTILITY,33,8142,0,6351,20461,4,0,523,3963,11,1,2,6,18,40,4,14
3500,1375,DIAMOND I,Aatrox,False,2,0,9,TOP,100,7361,0,14019,21420,0,0,1041,5367,0,0,10,0,6,7,12,4
3501,1376,DIAMOND I,Warwick,False,2,2,10,JUNGLE,25,7172,2,12431,33734,0,0,0,24948,1,0,88,5,1,20,11,4
3502,1377,DIAMOND III,Malzahar,False,2,1,5,MIDDLE,204,9645,0,10852,13025,1,0,548,3155,1,0,4,1,7,18,4,12
3503,1378,DIAMOND II,Ezreal,False,3,4,7,BOTTOM,210,10846,0,23781,15156,1,0,2473,2841,2,0,4,3,8,14,12,4
3504,1379,DIAMOND II,Shaco,False,2,4,8,UTILITY,26,6918,0,11959,14174,1,0,1293,1293,3,0,0,3,13,30,4,14
3505,1380,DIAMOND I,Camille,True,13,12,3,TOP,165,13321,0,33070,33458,1,0,660,4700,0,0,16,1,8,14,14,12
3506,1381,DIAMOND I,Viego,True,12,14,5,JUNGLE,52,15034,4,26492,31982,5,0,7290,39761,0,1,139,3,1,18,11,4
3507,1382,DIAMOND I,Vladimir,True,5,11,7,MIDDLE,128,9868,0,19497,25491,1,0,1271,3197,1,0,12,2,10,31,14,4
3508,1383,DIAMOND II,Kaisa,True,16,5,4,BOTTOM,212,16841,0,26552,18979,10,1,19976,39082,1,2,22,1,10,23,4,7
3509,1384,DIAMOND II,Karma,True,1,28,3,UTILITY,17,9739,0,12390,13734,4,0,1549,4716,6,2,0,7,29,72,14,4
3510,1385,DIAMOND I,Chogath,False,3,2,8,TOP,192,11148,0,15555,31750,1,0,2232,6808,0,0,22,0,8,13,12,4
3511,1386,DIAMOND I,Warwick,False,8,4,13,JUNGLE,47,9919,0,15539,43891,0,0,0,13595,1,0,67,7,1,22,11,4
3512,1387,DIAMOND II,Anivia,False,3,8,9,MIDDLE,144,10191,0,18426,22357,1,0,1066,4657,3,0,16,2,11,17,4,12
3513,1388,DIAMOND I,Twitch,False,7,7,9,BOTTOM,148,11795,0,31098,21560,1,0,2506,9416,0,0,0,1,7,11,3,4
3514,1389,DIAMOND IV,Rakan,False,0,13,8,UTILITY,20,6850,0,5438,19993,1,0,1079,1220,0,0,0,3,31,46,3,4
3515,1390,DIAMOND I,Shen,True,6,20,6,TOP,101,9099,0,16979,23824,3,0,819,5394,0,1,0,1,6,10,12,4
3516,1391,DIAMOND I,Ekko,True,8,12,3,JUNGLE,38,11961,2,12552,21906,3,0,2041,29865,3,0,123,8,6,33,4,11
3517,1392,DIAMOND II,Fizz,True,15,11,5,MIDDLE,116,12823,0,29199,18679,3,0,4008,6604,0,0,8,3,7,16,4,14
3518,1393,MASTER I,Twitch,True,12,15,3,BOTTOM,139,11838,0,26730,15379,4,0,8216,15337,1,0,12,1,8,16,3,4
3519,1394,DIAMOND II,Janna,True,1,31,3,UTILITY,7,7456,0,6060,11721,4,0,494,1167,8,1,0,6,26,62,14,4
3520,1395,DIAMOND I,Chogath,False,5,4,4,TOP,161,11957,0,19009,24643,3,0,8038,12345,0,0,15,0,7,10,12,4
3521,1396,DIAMOND I,Kayn,False,3,6,11,JUNGLE,7,7197,1,7793,27150,0,0,0,12496,6,0,79,0,7,18,11,4
3522,1397,DIAMOND II,Orianna,False,3,4,10,MIDDLE,90,6908,0,14457,19207,0,0,0,342,2,0,0,3,8,13,4,3
3523,1398,DIAMOND I,Lucian,False,8,7,7,BOTTOM,170,10900,0,22604,17375,0,0,874,4567,1,0,4,0,9,17,4,3
3524,1399,DIAMOND I,Thresh,False,1,13,10,UTILITY,30,6543,0,7453,20836,0,0,286,1750,2,0,4,5,24,47,14,4
3525,1400,DIAMOND I,Darius,False,3,3,7,TOP,160,8231,0,14174,23969,0,0,0,0,3,0,0,0,10,15,4,6
3526,1401,DIAMOND II,Viego,False,3,7,7,JUNGLE,16,8098,1,11676,23734,0,0,0,7332,3,0,108,4,3,20,4,11
3527,1402,DIAMOND I,Syndra,False,7,4,5,MIDDLE,154,10467,0,18431,14268,0,0,0,1919,1,0,4,2,8,17,4,12
3528,1403,DIAMOND I,Kaisa,False,3,3,5,BOTTOM,188,9198,0,12609,16494,0,0,0,1544,1,0,10,0,9,15,3,4
3529,1404,DIAMOND I,Soraka,False,0,7,5,UTILITY,17,5397,0,5426,11793,0,0,0,104,3,0,0,5,18,42,4,7
3530,1405,DIAMOND I,Chogath,True,5,5,2,TOP,133,10743,1,13623,26411,2,0,4098,9362,1,0,12,1,9,23,12,4
3531,1406,DIAMOND I,MasterYi,True,18,4,3,JUNGLE,74,16773,1,25448,20016,5,1,11002,58237,2,2,98,4,5,24,11,14
3532,1407,MASTER I,Cassiopeia,True,4,8,3,MIDDLE,182,10604,0,17990,15136,1,0,1998,2364,1,0,12,4,4,17,4,12
3533,1408,DIAMOND I,KogMaw,True,2,5,5,BOTTOM,119,8709,0,11326,11527,3,0,2534,4710,1,1,17,4,7,20,4,3
3534,1409,GOLD IV,Lulu,True,0,15,3,UTILITY,12,7117,0,3830,11383,1,0,467,669,6,0,0,5,20,41,4,14
3535,1410,DIAMOND I,Chogath,False,4,0,5,TOP,94,6946,0,10345,20624,1,0,3671,3951,0,0,0,1,4,7,12,4
3536,1411,DIAMOND I,Volibear,False,1,3,1,JUNGLE,20,6163,1,2652,8290,0,0,0,10618,1,0,98,4,2,16,4,11
3537,1412,DIAMOND II,Veigar,False,0,1,3,MIDDLE,143,5868,0,6512,11034,0,0,1186,1632,1,0,0,0,5,10,4,12
3538,1413,DIAMOND II,Kaisa,False,0,0,4,BOTTOM,95,4483,0,2028,7758,0,0,0,0,0,0,0,0,4,4,4,7
3539,1414,DIAMOND II,Nami,False,1,1,2,UTILITY,12,4152,0,3902,4261,0,0,0,1803,4,0,0,3,15,25,4,14
3540,1415,DIAMOND I,Gwen,True,1,2,3,TOP,130,7054,0,7086,10356,2,0,6012,14235,2,0,0,0,7,8,12,4
3541,1416,MASTER I,Sion,True,1,5,1,JUNGLE,16,6843,1,4755,11867,4,0,955,10680,1,1,103,0,1,10,4,11
3542,1417,DIAMOND I,Talon,True,4,3,0,MIDDLE,140,7701,0,11284,7162,0,0,0,0,1,0,4,3,3,10,4,14
3543,1418,DIAMOND I,Vayne,True,7,2,1,BOTTOM,132,9162,0,11356,6391,6,0,5832,13669,1,0,8,2,6,14,3,4
3544,1419,DIAMOND I,Renata,True,2,8,1,UTILITY,10,6543,0,5168,4832,6,0,3899,4595,2,1,1,2,11,21,4,14
3545,1420,DIAMOND I,DrMundo,True,2,0,0,TOP,134,7520,0,3859,10002,2,0,7292,11507,1,0,8,0,5,7,12,6
3546,1421,DIAMOND I,Ekko,True,1,5,2,JUNGLE,5,5402,1,4136,10204,0,0,197,13865,2,0,84,1,4,14,4,11
3547,1422,DIAMOND I,Talon,True,9,1,1,MIDDLE,102,7278,0,10847,5705,0,0,1020,1020,1,0,0,1,3,10,4,14
3548,1423,DIAMOND I,Kaisa,True,7,2,0,BOTTOM,127,7800,0,9310,6115,1,0,3500,3500,1,0,0,1,4,7,7,4
3549,1424,DIAMOND I,Renata,True,0,8,2,UTILITY,18,4785,0,2998,4700,1,0,1667,1667,4,0,0,7,9,20,4,14
3550,1425,DIAMOND I,Quinn,False,0,1,5,TOP,66,3646,0,4015,9444,0,0,140,4172,0,0,4,0,3,7,14,4
3551,1426,DIAMOND I,Graves,False,0,2,4,JUNGLE,41,5466,0,7427,12732,0,0,0,6037,0,0,88,1,2,9,11,6
3552,1427,DIAMOND I,Katarina,False,3,1,4,MIDDLE,96,5059,1,4054,8518,0,0,0,865,3,0,4,0,7,10,14,4
3553,1428,DIAMOND II,Jhin,False,1,2,4,BOTTOM,90,4540,0,5252,8521,0,0,0,198,0,0,0,0,4,3,4,7
3554,1429,DIAMOND I,Nami,False,1,3,3,UTILITY,7,3612,0,2495,3808,0,0,106,106,2,0,0,4,9,15,14,4
3555,1430,MASTER I,Ornn,True,5,6,2,TOP,173,10760,0,13692,18104,2,0,7978,9457,0,0,0,0,5,8,12,4
3556,1431,MASTER I,Zac,True,10,9,1,JUNGLE,50,13006,1,14329,30888,4,1,1638,28724,1,1,129,1,1,12,11,4
3557,1432,DIAMOND I,Zoe,True,2,5,2,MIDDLE,118,8064,0,6916,9136,4,0,3036,8312,2,2,4,0,9,10,21,4
3558,1433,MASTER I,Tristana,True,5,6,6,BOTTOM,108,8167,0,9278,15597,3,0,4847,14291,0,2,1,0,5,10,3,4
3559,1434,MASTER I,Senna,True,12,11,2,UTILITY,26,11107,0,13221,14137,1,0,387,13587,3,0,8,9,33,55,7,4
3560,1435,DIAMOND I,Twitch,False,1,1,10,TOP,95,6149,0,9705,17949,1,0,3156,3156,0,0,4,1,6,8,14,4
3561,1436,DIAMOND II,Hecarim,False,1,1,6,JUNGLE,23,7242,1,7051,21195,0,0,0,11660,0,0,114,3,1,9,11,4
3562,1437,DIAMOND III,Syndra,False,5,1,5,MIDDLE,196,10143,0,12962,12040,0,0,422,2285,1,0,0,0,9,14,12,4
3563,1438,DIAMOND II,Varus,False,4,1,6,BOTTOM,179,9773,0,12887,15149,1,0,2220,2220,0,0,10,2,6,12,3,4
3564,1439,DIAMOND I,Zyra,False,2,5,7,UTILITY,52,7765,0,15137,12223,1,0,741,2877,1,0,4,12,18,49,14,4
3565,1440,DIAMOND I,Aatrox,False,7,8,4,TOP,202,13982,0,23633,31520,1,0,1044,7557,1,0,16,1,11,28,12,4
3566,1441,DIAMOND II,Viego,False,10,4,10,JUNGLE,29,13552,1,24011,34840,3,0,2084,24980,2,0,123,3,8,23,11,4
3567,1442,DIAMOND I,Zed,False,4,6,5,MIDDLE,191,10650,0,16415,23113,2,0,1116,2133,4,0,12,0,12,22,14,4
3568,1443,DIAMOND II,Varus,False,5,8,8,BOTTOM,229,13456,1,17527,22836,0,0,3228,18218,0,0,24,1,6,8,3,4
3569,1444,DIAMOND I,Pyke,False,4,10,7,UTILITY,29,8000,0,9529,20714,1,0,929,2052,0,0,0,5,30,55,4,14
3570,1445,DIAMOND I,Fiora,True,2,3,6,TOP,208,11657,0,20615,37855,3,0,9619,10475,1,1,18,6,11,29,4,12
3571,1446,MASTER I,MasterYi,True,24,1,7,JUNGLE,82,21137,2,44053,27898,5,1,8849,37848,0,1,140,8,1,22,11,4
3572,1447,DIAMOND I,Viktor,True,1,5,6,MIDDLE,213,10611,0,14913,13814,4,0,2643,9245,1,2,13,4,10,28,4,12
3573,1448,DIAMOND I,Tristana,True,7,5,8,BOTTOM,184,12856,0,19604,20306,2,0,4815,15345,0,1,30,0,10,19,4,14
3574,1449,MASTER I,Rakan,True,0,25,4,UTILITY,34,9194,0,8094,19736,4,0,2682,4523,4,1,0,4,22,56,3,4
3575,1450,DIAMOND I,Vayne,False,2,0,5,TOP,115,7008,0,6074,10315,0,0,1582,1812,0,0,0,0,5,7,7,4
3576,1451,PLATINUM I,MasterYi,False,4,1,7,JUNGLE,14,7505,0,7546,16911,0,0,0,3768,1,0,71,4,2,11,11,4
3577,1452,PLATINUM IV,Galio,False,2,3,5,MIDDLE,113,6239,0,8661,17383,0,0,0,0,1,0,0,2,6,10,4,12
3578,1453,DIAMOND I,Twitch,False,3,0,10,BOTTOM,93,6163,0,8922,15338,0,0,0,311,0,0,0,0,4,5,4,3
3579,1454,DIAMOND II,Lux,False,1,6,7,UTILITY,31,5709,0,5547,10449,0,0,0,0,2,0,1,4,22,39,4,14
3580,1455,DIAMOND I,Quinn,True,7,3,3,TOP,118,9477,0,9169,10707,2,0,6062,9721,0,0,12,1,4,10,14,4
3581,1456,DIAMOND II,Viego,True,11,8,2,JUNGLE,20,10217,1,17279,19574,2,0,979,18771,0,0,94,0,6,10,11,4
3582,1457,MASTER I,Viktor,True,2,5,0,MIDDLE,131,7708,0,10700,7018,3,0,3122,3122,1,0,8,2,5,12,12,4
3583,1458,DIAMOND II,Tristana,True,8,7,5,BOTTOM,131,10823,0,14018,13145,3,0,4703,4703,0,0,24,1,5,10,4,7
3584,1459,MASTER I,Rakan,True,6,17,2,UTILITY,23,7786,0,8805,12329,3,0,3242,3426,4,0,0,3,12,29,3,4
3585,1460,MASTER I,Rumble,True,7,7,2,TOP,196,12129,2,19628,14862,1,0,1710,13567,0,1,8,2,10,17,4,14
3586,1461,DIAMOND I,Vi,True,11,17,3,JUNGLE,21,13826,2,26056,28689,3,0,1771,41916,6,2,137,4,7,38,4,11
3587,1462,MASTER I,AurelionSol,True,4,10,3,MIDDLE,193,12128,0,20809,18432,3,0,3144,3951,2,0,4,1,13,43,14,4
3588,1463,DIAMOND I,Kaisa,True,16,6,4,BOTTOM,205,16224,0,26725,17944,7,1,9998,30072,0,2,12,5,9,21,4,7
3589,1464,DIAMOND II,Karma,True,3,26,2,UTILITY,33,10484,0,12754,12323,3,0,1033,5164,10,0,8,15,39,87,4,3
3590,1465,DIAMOND I,Renekton,False,3,2,8,TOP,204,11974,0,19472,35687,2,0,3639,11908,1,0,35,1,10,16,12,4
3591,1466,DIAMOND I,Hecarim,False,2,5,6,JUNGLE,36,10594,1,10699,34001,0,0,0,19522,4,0,165,3,5,19,11,6
3592,1467,DIAMOND I,Lissandra,False,4,5,8,MIDDLE,176,11596,0,16268,22935,0,0,99,1994,3,0,0,4,10,23,14,4
3593,1468,MASTER I,Draven,False,4,2,9,BOTTOM,200,11579,0,17507,22812,1,0,2325,3418,0,0,12,6,9,23,4,3
3594,1469,DIAMOND I,Lulu,False,1,4,10,UTILITY,7,6833,0,4180,18089,1,0,879,1418,1,0,0,1,18,21,4,14
3595,1470,DIAMOND I,Chogath,False,3,4,8,TOP,221,11986,0,17250,39499,2,0,4875,5391,1,0,1,2,9,14,12,4
3596,1471,MASTER I,Galio,False,1,7,8,MIDDLE,165,8038,0,11006,20397,0,0,205,205,2,0,0,2,8,19,14,4
3597,1472,MASTER I,LeeSin,False,2,3,10,JUNGLE,15,7268,0,7448,28338,0,0,0,8551,7,0,88,2,15,20,11,4
3598,1473,DIAMOND I,Kaisa,False,9,4,6,BOTTOM,214,13038,0,21947,21123,0,0,1152,3469,0,0,4,0,8,10,4,7
3599,1474,DIAMOND II,Lulu,False,0,13,5,UTILITY,23,6553,0,5320,12659,0,0,335,335,5,0,0,12,22,61,4,3
3600,1475,MASTER I,Urgot,True,8,4,4,TOP,176,12985,0,17975,16435,3,1,5217,12928,3,1,19,5,12,36,4,6
3601,1476,DIAMOND I,Hecarim,True,16,14,1,JUNGLE,30,17392,1,44621,35218,5,0,1511,45950,2,2,187,0,4,23,11,6
3602,1477,DIAMOND I,Lissandra,True,5,8,2,MIDDLE,215,12182,1,12885,15829,2,0,4586,9502,2,0,32,2,5,16,12,4
3603,1478,MASTER I,Lucian,True,7,9,4,BOTTOM,175,12421,1,19389,16465,5,0,5606,18188,1,1,18,1,11,17,4,14
3604,1479,MASTER I,Nami,True,1,20,4,UTILITY,15,8377,0,8599,12521,5,0,2087,2248,5,3,0,10,23,52,3,4
3605,1480,DIAMOND I,Mordekaiser,True,6,7,2,TOP,178,13274,0,21241,24497,8,0,5116,12511,2,5,24,3,12,31,14,4
3606,1481,DIAMOND III,Olaf,True,14,11,2,JUNGLE,71,16346,2,34411,35413,7,1,10525,45408,0,5,116,3,1,15,4,11
3607,1482,DIAMOND I,Talon,True,6,14,9,MIDDLE,150,12325,0,27931,30358,2,0,986,986,2,2,6,3,4,13,4,14
3608,1483,MASTER I,Ezreal,True,4,6,6,BOTTOM,234,12918,1,24685,21345,5,1,5711,17707,7,3,15,6,17,45,1,4
3609,1484,DIAMOND I,Seraphine,True,2,14,4,UTILITY,25,9657,0,16406,14396,10,0,5157,10345,2,5,0,4,24,58,7,4
3610,1485,DIAMOND I,Renekton,False,7,2,7,TOP,246,14492,0,25425,46760,2,0,6051,14617,0,0,16,2,10,16,12,4
3611,1486,DIAMOND II,Viego,False,5,3,8,JUNGLE,27,12472,1,10707,34079,1,0,0,35310,3,0,180,3,4,31,4,11
3612,1487,DIAMOND I,Vladimir,False,8,6,4,MIDDLE,243,14571,0,33904,37617,0,0,1410,1410,0,0,0,1,7,13,6,4
3613,1488,DIAMOND II,Varus,False,3,3,7,BOTTOM,239,11981,0,16048,26357,0,0,595,2218,0,0,9,3,8,19,4,7
3614,1489,MASTER I,Renata,False,0,8,6,UTILITY,13,6871,0,8060,16194,0,0,313,2725,5,0,0,4,28,44,4,14
3615,1490,DIAMOND I,Renekton,False,0,2,5,TOP,135,6425,0,5187,24726,0,0,554,2587,0,0,8,0,6,8,12,4
3616,1491,DIAMOND I,RekSai,False,2,0,3,JUNGLE,18,6496,1,5749,19154,0,0,0,6464,4,0,108,2,5,19,11,4
3617,1492,DIAMOND I,Velkoz,False,1,2,5,MIDDLE,182,7658,0,9108,15269,0,0,1658,2144,2,0,0,5,8,22,12,4
3618,1493,DIAMOND IV,Lucian,False,7,0,1,BOTTOM,176,9963,0,13215,13223,0,0,71,71,0,0,0,3,6,13,4,3
3619,1494,DIAMOND II,Taric,False,0,7,3,UTILITY,35,5066,0,2393,17664,0,0,0,975,2,0,0,2,13,18,4,6
3620,1495,DIAMOND II,Ryze,True,2,4,0,TOP,178,10069,0,17135,10147,8,0,6075,11603,0,2,8,1,7,12,4,12
3621,1496,DIAMOND I,Ezreal,True,2,1,4,BOTTOM,148,8245,0,12470,10795,1,0,2539,10971,0,0,4,3,3,7,3,4
3622,1497,DIAMOND III,Viktor,True,4,6,4,MIDDLE,146,9365,1,17933,10995,3,0,2573,9564,4,0,4,1,9,17,12,4
3623,1498,MASTER I,Belveth,True,7,3,2,JUNGLE,33,11481,1,10722,19376,8,1,6668,39412,1,1,88,3,3,22,11,6
3624,1499,MASTER I,Yuumi,True,2,11,0,UTILITY,9,7639,0,8685,3883,5,0,1597,2351,6,2,8,3,16,32,14,7
3625,1500,DIAMOND I,Nasus,True,4,8,3,TOP,223,14642,0,25818,51993,5,1,14302,29792,0,2,22,1,9,17,12,6
3626,1501,DIAMOND I,Maokai,True,3,13,10,JUNGLE,39,12721,1,25340,51154,0,1,0,33643,4,0,140,3,6,21,4,11
3627,1502,DIAMOND I,Lux,True,8,13,8,MIDDLE,246,15677,0,34787,22852,4,0,2511,2732,4,1,21,2,15,25,4,21
3628,1503,MASTER I,Ashe,True,15,7,8,BOTTOM,221,18866,1,38537,23905,4,0,6665,25839,3,1,44,1,12,24,3,4
3629,1504,DIAMOND II,Taric,True,4,19,7,UTILITY,42,10374,0,4991,25126,4,0,900,4156,15,2,0,14,50,112,7,4
3630,1505,MASTER I,Quinn,False,4,5,5,TOP,228,11831,0,24658,35352,0,0,1355,3202,3,0,0,2,12,22,4,14
3631,1506,DIAMOND I,JarvanIV,False,4,24,10,JUNGLE,11,12290,2,24084,40898,1,0,1151,21724,3,0,125,1,4,24,4,11
3632,1507,MASTER I,Vladimir,False,8,5,5,MIDDLE,235,13540,0,31710,37356,1,0,983,6530,3,0,16,6,14,58,6,4
3633,1508,DIAMOND III,Caitlyn,False,17,9,6,BOTTOM,249,19087,1,44147,22858,4,0,8065,37516,3,0,25,14,5,37,7,4
3634,1509,DIAMOND I,Morgana,False,3,23,8,UTILITY,20,9441,0,19421,25273,1,0,478,6654,1,0,0,7,32,64,14,4
3635,1510,MASTER I,Katarina,False,7,11,8,TOP,164,12642,0,19909,32076,1,0,1494,3682,1,0,4,4,6,16,4,14
3636,1511,DIAMOND II,Viego,False,6,7,11,JUNGLE,37,11061,1,12489,32191,0,1,0,22181,9,0,116,5,10,31,11,4
3637,1512,MASTER I,Syndra,False,2,12,8,MIDDLE,158,10529,0,22512,23695,0,0,0,5375,1,0,0,6,11,24,4,12
3638,1513,DIAMOND I,Jhin,False,12,7,5,BOTTOM,155,13867,0,16692,20338,0,0,2291,15117,2,0,4,5,11,29,1,4
3639,1514,DIAMOND III,Renata,False,4,10,9,UTILITY,12,8344,0,5773,19408,0,0,0,2189,5,0,0,6,19,45,4,14
3640,1515,DIAMOND I,Renekton,True,7,5,7,TOP,178,13953,0,23010,27750,4,0,9345,17891,1,0,24,2,8,23,12,4
3641,1516,MASTER I,Khazix,True,14,6,4,JUNGLE,42,14473,3,27950,24609,2,0,3817,45851,1,1,163,6,2,21,14,11
3642,1517,DIAMOND I,Galio,True,7,7,4,MIDDLE,178,11156,0,15142,21675,3,0,5295,5295,3,1,4,2,11,26,12,4
3643,1518,MASTER I,Varus,True,6,9,6,BOTTOM,150,11746,0,15332,16715,4,0,4601,6598,0,0,35,1,10,13,7,4
3644,1519,MASTER I,Zyra,True,7,15,10,UTILITY,33,10703,0,24889,15719,3,0,1203,4129,2,1,8,5,21,50,4,14
3645,1520,DIAMOND IV,MonkeyKing,False,7,5,10,TOP,191,14123,0,29306,39007,1,0,4063,20360,4,0,16,6,12,34,14,4
3646,1521,DIAMOND I,RekSai,False,7,7,12,JUNGLE,18,11833,0,17612,35309,0,0,0,15373,5,0,112,2,6,24,11,4
3647,1522,DIAMOND I,Yone,False,13,3,9,MIDDLE,242,15836,0,38454,33766,1,0,2743,14242,0,0,28,2,8,14,4,14
3648,1523,DIAMOND I,Sivir,False,6,6,7,BOTTOM,224,12954,0,20843,26606,1,1,2202,9627,2,0,16,9,12,32,4,3
3649,1524,DIAMOND IV,Bard,False,2,10,7,UTILITY,21,8519,0,10180,21737,0,0,0,1235,12,0,3,6,65,94,14,4
3650,1525,DIAMOND I,Renekton,True,7,13,7,TOP,261,16827,0,24136,43894,4,0,5292,17104,0,0,16,2,8,17,12,4
3651,1526,MASTER I,Khazix,True,12,11,5,JUNGLE,20,15886,4,33416,37822,3,0,3335,46597,0,1,192,2,1,21,11,4
3652,1527,MASTER I,Kassadin,True,9,12,6,MIDDLE,229,15350,0,29050,26171,4,1,4473,16645,1,1,24,12,12,37,14,4
3653,1528,MASTER I,Varus,True,2,11,13,BOTTOM,210,13494,0,14723,24327,3,0,6692,13289,5,0,11,2,15,33,4,7
3654,1529,MASTER I,Pyke,True,15,17,4,UTILITY,16,14328,0,24338,27367,3,0,3245,6715,3,1,0,10,46,91,14,4
3655,1530,MASTER I,Darius,True,9,0,2,TOP,243,14360,0,20146,23061,5,0,5791,21387,3,2,13,3,11,27,4,6
3656,1531,MASTER I,Viego,True,6,4,5,JUNGLE,34,11825,3,12830,25502,0,1,885,42442,3,0,159,2,5,28,11,4
3657,1532,MASTER I,Viktor,True,8,4,3,MIDDLE,206,13394,0,23063,13595,2,0,4578,10208,1,1,0,0,10,18,4,12
3658,1533,MASTER I,MissFortune,True,8,5,7,BOTTOM,142,10883,1,14918,22810,4,0,3872,10937,3,1,4,3,9,22,7,4
3659,1534,DIAMOND II,Janna,True,0,17,5,UTILITY,9,7809,0,3683,14184,4,0,1027,2982,2,1,0,4,23,57,4,3
3660,1535,DIAMOND I,Renekton,False,3,2,6,TOP,162,8739,0,12953,23822,0,0,599,4483,0,0,18,2,8,14,12,4
3661,1536,DIAMOND I,Shaco,False,7,7,9,JUNGLE,18,9213,0,15390,21886,0,0,11,3013,0,0,97,2,0,7,6,11
3662,1537,DIAMOND III,Malzahar,False,1,7,4,MIDDLE,189,8652,0,8392,13391,0,0,618,618,2,0,0,4,9,29,4,14
3663,1538,DIAMOND II,Ezreal,False,8,3,5,BOTTOM,149,9820,0,19875,16858,1,0,1764,2201,0,0,1,3,7,12,7,4
3664,1539,MASTER I,Seraphine,False,3,9,7,UTILITY,51,8421,0,16351,14555,1,0,1692,2176,3,0,1,5,22,48,3,4
3665,1540,DIAMOND II,Darius,False,6,3,2,TOP,191,11303,0,11041,27466,1,0,3430,7807,1,0,4,2,10,16,6,4
3666,1541,DIAMOND I,Kindred,False,7,3,4,JUNGLE,31,12835,0,12797,26756,2,0,2038,22166,3,0,146,6,4,21,11,4
3667,1542,DIAMOND I,Malzahar,False,3,7,5,MIDDLE,232,11698,0,18772,18942,1,0,486,486,5,0,0,1,15,26,4,6
3668,1543,DIAMOND II,Caitlyn,False,7,4,12,BOTTOM,202,11998,0,22860,22882,1,0,1138,1138,1,0,4,5,11,26,4,3
3669,1544,DIAMOND I,Lux,False,4,8,10,UTILITY,46,8410,0,19059,19737,0,0,311,488,2,0,0,11,25,67,14,4
3670,1545,DIAMOND II,Gnar,True,4,7,6,TOP,217,13682,0,18036,27654,4,0,5548,8302,2,1,25,8,11,40,4,12
3671,1546,DIAMOND I,MasterYi,True,2,12,5,JUNGLE,53,12096,3,14326,28963,2,2,4132,40688,4,1,176,9,6,36,11,4
3672,1547,DIAMOND I,Katarina,True,5,5,7,MIDDLE,169,11748,0,15268,24369,1,0,2628,8973,3,0,8,5,14,28,14,4
3673,1548,MASTER I,Vayne,True,13,10,3,BOTTOM,145,15366,1,18379,24007,5,0,8890,40829,0,0,28,3,11,15,4,6
3674,1549,DIAMOND I,Heimerdinger,True,9,10,6,UTILITY,57,12408,0,27897,22090,3,0,1614,4184,4,0,12,9,14,46,14,4
3675,1550,DIAMOND I,Katarina,True,16,7,1,MIDDLE,159,12624,1,26453,10422,4,0,4215,7355,3,1,8,1,10,20,14,4
3676,1551,DIAMOND I,Ekko,True,7,6,1,JUNGLE,21,10212,1,8454,20440,4,0,2593,42306,0,2,136,0,7,15,4,11
3677,1552,DIAMOND II,Urgot,True,3,2,3,TOP,163,9099,0,13266,16184,4,0,5001,5745,2,1,14,1,8,22,4,12
3678,1553,DIAMOND II,Jinx,True,12,9,2,BOTTOM,173,11285,1,18035,11845,4,0,7098,8959,1,1,8,3,8,20,4,3
3679,1554,DIAMOND I,Thresh,True,2,14,0,UTILITY,43,7685,0,6534,9333,4,0,2087,5664,2,2,0,2,11,36,14,4
3680,1555,DIAMOND II,KSante,False,2,0,6,TOP,118,5922,0,9309,19274,0,0,0,277,1,0,2,1,6,17,4,12
3681,1556,DIAMOND I,Kayn,False,0,1,8,JUNGLE,4,5608,0,3406,22161,0,0,0,8701,3,0,92,0,3,11,11,4
